Competition,Optimal Length,Optimal Solution,Scramble,Round,Group,Scramble Num
TorontoLimitedSummer2016,8,RF'R'F'R2UF2R',R U' R' U' R U R F' R F' R2,f,A,2
SmartCubeFest2018,8,F'R2FU2FR'U'F,U2 R' F U' R U' R' U' R F' U',1,D,5
SmartCubeFest2018,8,UF2UR'U2FR2F,U R' F R U R' U R' U R' F',1,G,5
EdmontonLimitedSummer2016,8,F'U2FU'R2U'FR2,R2 U' R U' R U' R2 F R' F R,1,A,2
NovemberDaysinMinsk2018,8,R'F'UR2F'R'F'U,R U' R' U' F U' F U2 R' U2 R,1,B,5
ChengduWinterOpen2018,8,RF'U2RUF'U2R',R' F R' U' R U2 R F' U2 R2 U',1,B,4
ChengduWinterOpen2018,8,F'U'F2U'R'F'R2U2,U2 R' U2 F U R' U' F U F R,1,D,4
NationalCubingRegionOpen2016,8,U2RFR'FR2U'F',U' R' U R' U' F U2 R U' R' U,d,K,2
SEChamp2018,8,UR'F2U2FU'R'F2,U' R' U' F' R2 U' R2 F U2 R2 U',1,D,3
HappySpringMDQ2018,8,UR2U'F2RUR'F',U2 R' F' U2 F2 U' R U' R U' R',f,A,5
OculusCubeOpen2019,8,UR2F'RF'UF'U',R' U2 R' U' F' R U' R F R2 U',1,D,4
NationalCubingRegionOpen2016,8,RF'U2F'R'U2RF',R' U2 F' R U' R' U2 F2 U2 F R2,d,I,2
BerkeleySpring2018,8,FUF2U'FUF2R',U' R' U F R2 F' U' R' U' R F',d,B,1
StRaphaelWinterOpen2018,8,F'R2FUF2R'F2R',U' R' F' R U2 R U' R2 U F R',1,A,4
RijswijkOpen2018,8,U2F'RF'RF2UF,U' R' U2 R2 F U' R U R' F R2,1,E,1
PSTLLSLublin2019,8,U2RU2RF2RF'U,U R' U' R' U' F R U R' U' R,1,A,1
OculusCubeOpen2019,8,U'R2FR'F2RUR',R2 F U' F U' F R2 U' R2 F' U',1,C,4
France2016,8,R2F'RF2UR'FR2,U R' F' U2 R U R' U F U2 R,d,B,1
France2016,8,UFR'U2F'R2F'R,U R' U' F U' R U2 R U R U',d,B,1
NationalCubingRegionOpen2016,8,RF'U'R2U2R'F2R,U R2 U2 F U R' U' F R U' R,d,E,2
PSTLLSLublin2019,8,F'R2U2F'UFRU',U R' F' U' F2 R2 U2 R2 F U2 F,1,A,1
TeaTimeSpring2018,8,U'R2UF'R'FR2F,U R' F' R2 F' R' U2 R' F2 R U',1,B,5
NationalCubingRegionOpen2016,8,R'FU'FU'FU2R,U R' F' R U R' U' F U' F R,d,C,2
NationalCubingRegionOpen2016,8,R2U'R2U'R'F2U2R',U2 R' U R2 F' U' R' U2 R' F R',d,D,2
GarrettsvilleGMenClassic2020,7,FR2U'R2FUF',U' R F' R' U2 F U2 R U2 R U2,1,B,3
AdelaideSummer2020,7,F'U'F'R2F'R2F,R' U' F' U2 R U R' U' R F U2,1,D,3
SelangorCubeOpen2019,7,UR'F2R'FRU',U R' F' U' F' U' R U2 R F R,1,A,4
BelgianOpen2017,7,R2F2UFURU',U R' F U' F U' F' U' F' U2 R2,1,A,2
CubingUSANationals2017,7,F2R2U'FUR2U2,F U2 R U' R' U' R U' R' U2 F,1,J,4
BelgianOpen2017,7,F2RF2RUF2R',U' R' F U2 R' F U2 R U R2 U',1,B,2
ZhenjiangOpen2017,7,R'U'FUFRU',U R' F U' F' U' F' U2 F U2 R,f,A,3
CubingUSANationals2017,7,UF'U'R'F2R2F',U R F' R' U R' U F' R U' R,1,O,4
ItalianChampionship2017,7,F2U'F'RF'R'F',U2 R' U' F2 U' R' U2 R U' R' U',1,F,2
SandnesOpen2017,7,U'R'URF'RF,U R' U2 F U2 R2 U2 R' U' R' F',1,A,2
BelgianOpen2017,7,FR2FUF2UF2,U2 F U F U' F U2 R2 U' R' U,1,C,2
KirkeVaerloseChristmasOpen2017,7,RURF'R2UR',R U' R2 F U R2 U' R' U' R' U2,f,A,3
BarwonCubefortheKids2021,7,F'RUR2UR'F,R2 U' F U' R U2 R' U' R2 U' F',1,B,1
AnnuntiaOpen2020,7,F2R'U2R'F2U'F,U' R' F' U' R' F R U R' F2 U',1,B,1
IdahoSummerB2021,7,F'UF'R2F2UR',R' F U2 R2 U2 F' R2 U' F' U' F,1,D,5
QuabbinOpen2016,7,UF'R'FUR'U,U' R' F U2 R U F' R' U R' U2,f,A,2
IdahoSummerB2021,7,F'R2U2R'FU2R',R U' R' U2 R' F' U' R' F R2 U2,1,A,1
NationalCubingRegionOpen2016,7,U2R2U'F'U'F'U,U2 R U' R2 F U2 R U2 R' U2 F2,d,I,2
NationalCubingRegionOpen2016,7,FR2U'F2R'UR2,R' F R2 U2 F U2 R U' R' U' F,d,D,2
NationalCubingRegionOpen2016,7,FRUFU2R2U',U R' U2 F U2 R U2 R' F R U2,d,A,2
France2016,7,RF2U2F'R'F2U2,R U R U2 R2 F' U R U' R U',d,A,1
IdahoSummerB2021,7,F2U'R'U'R'FU,R F U' F' U' R U R' F' U2 F',1,C,5
FrankfurtCubeDays2016,7,UFURU'R'U',R' U R F' R' U' R' F R U' R,1,C,2
HaywardRubiksRumble2016,7,U'R'UR'U2R'F2,U2 R F' R2 U' F2 U2 R U R' F',1,B,1
SydneySummer2015,7,UF2UF'RUF2,U' R F R2 U' F' R' U R' F' U2,f,A,4
CanadianOpen2015,7,F'RU'RU'F2U,R' U R' F R U R' U2 R U' R',1,A,1
ProjectKedzierzynKozle2021,7,UR'FUR2U2F,R U' R' U2 R U' F' R' U R' U2,f,A,4
WelwynGardenCity2015,7,F'U2F'URF2R2,U2 R2 F R2 U2 R' U2 R F' U' R',1,A,3
FranconiaWinter2014,7,RU'R'U'F'UF',F U' F R U2 R' U R U R' U2,1,A,2
SwedishChampionship2014,7,FUF'U'RU2R',R U2 R' U R' U' R' F' R U R,1,A,3
KeepAustinWeird2014,7,U'FR'FUR2U',F' R' U2 R U2 R' U' R U' F' U2,f,B,2
HaywardRubiksRumble2016,7,F2R2UFRU2F',U R' U R F' U' F' R' U R' U2,1,A,1
HaywardRubiksRumble2016,7,R2F2RF'UF'R',U R' U2 R U R' U R U' R' F2,1,B,1
StarCubingNijmegen2020,7,U'R2U'R'F'U2F2,R' F2 U' R U' R U2 R2 F2 R2 U',1,F,5
TurkishSummer2020,7,FU2F'R'F2U'R',R' F R U2 R F' R2 U F' R2 U2,f,A,2
MinnesotaCubeMelt2017,7,R2F'U'F2RF'R,R' F U2 F U2 F' U' R U R U',1,F,1
GDSYOpen2017,7,U'R'FUR'FR,U' F R U2 R' U' R U2 R' F' R,2,A,4
IrunaOpen2020,7,F'RF'R2U2F2U',U' R2 F2 R U R U2 R2 F U2 R,1,A,2
IrunaOpen2020,7,U'RFU'F'R2F2,R2 F' U R' U' F R U2 R' U2 R2,1,B,2
IrunaOpen2020,7,F'RUF2RFU2,U2 R U' R' U R' U' R2 F' R2 F2,1,C,2
HvidovreSommerhygge2020,7,R'FU2F2R'F'R2,R' F U2 R U2 F R U2 R U' F',2,A,4
SSL1Jonkoping2017,7,U'R2UFU2FR,R' F' U2 F' R U R U2 R' U' R',f,A,2
CliftonWinter2017,7,FUF'UR2U2F2,R F U' F U' R U2 F U' F U',d,E,2
HaywardRubiksRumble2016,7,U'F'RU'R'FU,R' F R U R' F' R F R U' R',1,C,1
CliftonWinter2017,7,UF2R'F'R2U2F,R U2 F' R2 F' R U' F R U2 R',d,D,2
CliftonWinter2017,7,UFUF2R'U2F',R U' R' U' R' U2 F U2 R U' F,d,C,2
CliftonWinter2017,7,UFR'F2U2RU,U' R' U2 R U' F' U' R U2 R' F,d,C,2
Cubelonia2017,7,UF'R2F'R2FU2,U R' F2 R U R' U F U2 R U2,f,A,4
MelbourneCubeDays2016,7,RU'F'R2FU'R2,R U' R2 F' U' R2 U' R' U2 R' U2,2,A,3
HaywardRubiksRumble2016,7,U2RU'FU2F2R,U' R U' R' U' R U' F R2 U R,1,J,1
HaywardRubiksRumble2016,7,U2RFUR2UF2,R' U2 R2 U2 R2 F U' F R F U2,1,F,1
No3x3x3Cambridge2019,7,F2UF'RUF'R',R F' U' R' U' R F' U' R2 U F',2,B,2
ChicagoAreaTwistSpring2019,7,U2R'U2RU2RU',U' R' U2 R2 U2 R' U2 R U2 R2 U2,f,E,3
AsianChampionship2018,7,U'R'UF'R2F'U,U' F U2 R2 U2 R2 U2 F U' R U,2,A,1
KjellerOpen2019,7,FU'RF'U'RU,R' U2 F U2 R U' R U' R2 U' F2,f,A,1
PSTLLSLublin2019,7,UFRUR'U'R2,R' U R U R U' R' U2 R' F' U',1,C,1
GreatLakesChampionship2018,7,RFR2U'F2UR2,F R U2 R' F U' F R' U' R U,1,J,4
DanishOpen2019,7,F'R2FUF'RU',U R' F U' F' U2 R2 U2 R2 U2 F,1,C,4
GreatLakesChampionship2018,7,RFU'R'F2UF2,R U2 F' R2 U R U' R' F' R U,2,A,2
GreatLakesChampionship2018,7,FURF'U2RF',R' U' F U2 F2 U2 F R U' R U,2,B,2
NorthernNeckWinter2019,7,RU2RU'R'UR',U' R' U2 R U' R' U' R2 U2 R' U',1,B,1
CubingUSANationals2019,7,U'R'F2U'FU2F',U' R' U' R' U' F' U' R U R' F',1,J,1
RijswijkOpen2018,7,U'F'U2R2F'U2F,R U' R' U2 R U2 R' F' U' R2 U',1,E,1
Hawaii2018,7,RUR'URF'R2,R U2 F' R2 U' R2 F' U' R2 F U2,1,C,1
Hawaii2018,7,FR'U'FR2FU',R' F' R U' R' U' R' F U2 R U',1,A,1
SmartCubeFest2018,7,FU'R'F'R2U2F,R F R2 U' R' U R' U R2 U' R,1,C,5
NordicChampionship2018,7,F'URFU2R'F,R' F U2 R' U' F U2 F U2 R2 U2,1,B,3
ChangshaAutumn2019,7,F2R2FU'F'RU,U' R U' R' U2 R' F' R2 U' F' R',1,A,5
CubingUSANationals2019,7,U2F'UF2RF'R,R F' R2 F' U2 F' U' R U R U',1,J,2
NordicChampionship2019,7,F'UF'R'URF',U R U' F' R2 F U2 F U2 F' R2,1,E,4
KjellerOpen2018,7,U'R2F'R'UF2R,U' R' U2 F' R2 U2 F' R' U2 R' F,f,A,1
Cubetcha2018,7,U'FUR2FU2F',R' U' F U2 R U R F' U2 R' U',f,A,5
LierOpen2018,7,F'U'FRUR'U,R U R' U' F U' F' R U' R' F,f,A,1
CubingUSANationals2019,7,U2R'UFU2F2R2,R' U2 F R U R2 U' R' U' R F',2,E,4
NewmarketOpen2018,7,FU'R'F2RF2R2,R' U2 R U' R F' U R' U R2 U2,f,A,5
OpendelMayo2019,7,R2F2R'U2F'U2F,U' R' F' U' R U' R' U R2 U' R2,2,A,1
OakvilleLimitedFall2018,7,RU'FR'U2F'U2,U2 R' F' U' F U' F U2 R U' R',f,A,2
CubeFactoryCzestochowa2018,7,R2U2FUF'U2R',R U2 R' U' R' F' R U R U2 R2,1,C,3
GACubersSummerBlast2018,7,F2R2FRFU'F2,F U' R U' R' U' R2 F R U R,1,A,2
ClashatCarlisleFall2019,7,F'UF'R'F'RF,R' F U2 R U' R' U' F' R2 F U',f,A,1
GACubersSummerBlast2018,7,RF2R'U2F'R'U,U' R' U' R2 U2 F' U' F' U' R' U',1,D,2
HungarianOpen2019,7,FU2F'RFU'R',R F' R' U' R' F U' F2 U F R,1,C,2
SwedishChampionship2018,7,U2R'U'R2F'U'F2,R' F' U' R U2 R' U' R U' R' U',f,A,2
AsianChampionship2018,7,FRFRFU2F2,R' F U2 R U' R F2 U' R U' R',1,A,3
FinnishChampionship2018,7,F'RF'U'RFR',R U' F' R' U2 R' U' F U' R' U2,2,B,4
StarCubingNijmegen2019,7,UFRUF2R2U',U R' F R2 U' R2 F' U2 R2 U' R',f,D,3
OsterhojOpen2018,7,FR2URU'R'F',U' R' F U2 F U' F' U' F' U' R,f,A,1
WC2019,7,U'RF'U'FRF',R U2 F' R2 F R U R' F U' F,2,B,5
SwissNationals2019,7,U'R2UR2U'R2U,U' R U' R' U R' U' R U R U2,2,B,3
Murcia2018,7,U'R'U2FUFU,U' R' U' F' U' R2 F' R2 U2 F' U',f,B,1
SingaporeMini2019,7,U'FUFRU'R',U' R U2 R2 U' F' R U R U' F',f,A,4
SwissNationals2019,7,F2U2RFU2FU2,R F U' F R U R' F U' F2 U2,2,C,3
RiverHillSpring2019,7,U'F'R2F'U'R'U2,U2 R U' R2 U2 F' U2 F' U2 R2 U',f,D,4
HuzhouOpen2019,7,U'R2UR2URU,R U' R' U2 R U2 R' U' R' U' R,2,A,2
WarmUpSydney2019,7,U'FU2R'U'FU',U2 R F' R2 F R U R U2 R U',f,A,5
RallyintheValley2019,7,R'FR2FR2F'U',R' F' U2 F U' F R U' R' U2 F',1,D,3
SSL2Skurup2019,7,R'F2R'F'UR2F',R' U2 F2 R U R' U2 F R U2 R,1,C,1
RobleCubingOpen2019,7,U2RU2FRF'U,U R' U' F R2 F' U2 R' U' R U',f,A,3
CubingUSANationals2019,7,F2RF'RF2R'U',F' U' R U' R' F U2 R2 U2 R2 U',1,E,1
OculusCubeOpen2019,7,FR'F'R'F2U'R,U F R U R F' R' U' R' F R2,1,F,4
WC2019,7,R'FU2FRU'F',R' U' F U' F2 U' F R U R U',2,A,5
FinnishChampionship2018,7,U'F2UFU'FU,R U2 R U2 R2 F R2 U2 R' U' R',d,A,4
CubeWeekendStMichielsgestel2019,7,RUR'F'RU2R',R' F R2 U2 R2 F R F R U' R',f,B,4
ChicagoAreaTwistSpring2019,6,F2UF2UF'R',U' F U2 R U' R' U' F R2 F' U2,f,A,3
SUAO2018,6,F2U'RFU'R2,R' F' R U' R' U' R2 U2 F' R2 F,f,B,2
PittsburghSummer2019,6,URU2RFR,R U2 R2 F U2 R2 U2 R' U2 R' U',f,A,2
SUAO2018,6,U2R'F2R'FR',R F' R2 U F R U2 R' U' F' U2,f,A,2
MunichOpen2016,6,F2URF'R'F',U' R F U' F U F R U' R' F,f,A,3
SkottegardsskolenOpen2018,6,U'RUR2U'F,F' U2 R U' R U' R' U2 R' U' R,f,B,2
BarwonCubefortheKids2021,6,FU2F'RU'F',R' F U2 R F R2 U' R2 F U2 F,1,D,1
SydChamps2017,6,F'R'F'R'U2R2,R U' R' U' R F' R2 U' R' U' F,f,A,3
PSKubing2016,6,RFU'FRF2,U R' F U' F U2 R U R' U' F2,f,B,5
AsianChampionship2018,6,UR'U'R2U'R,R U' R2 U' R2 U2 R' U' R' U2 R,1,F,3
MelbourneCubeDay2014,6,F2RF'R'FR',U' F R F R' U2 R U R' U2 R,f,A,3
DixonFall2016,6,FU'F'U2RF',R' U' F' U' R U F U' F U F',f,A,4
MishawakaSpring2015,6,F'U2R'F2RF2,U R' U' F' R U R' U2 R2 U2 R2,f,A,2
StRaphaelWinterOpen2018,6,R2FR2F'R'F,R U2 R' U' R' F2 U' R U' R U2,1,B,4
ConnorsCubeDay2016,6,R'FR'F'R'U',U R' U' F' U' R2 U2 F' R2 U' R,f,A,4
GobblerCubeDayWinter2019,6,R'F'URF'U',F U2 R U2 R U' R' U' R' U2 F,f,A,1
NationalCubingRegionOpen2016,6,R'FR2FU'R,R' U R2 U2 R2 F U2 F R2 U2 R',d,B,2
CubingUSANationals2019,6,R2F2RURF',U' R F R U' R F' U' R2 U' R,1,H,1
BratislavaOpen2015,6,FU'R2UF'U',R' U F U R U' R' F U' F R,f,A,4
EmpireStateSummerB2021,6,U'FR'U'F'R2,R U' R' U' F R2 U' R2 U2 R2 U',1,F,3
EmpireStateSummerB2021,6,F2R'U2F'RU,U2 R' U' R U2 R' F' U' R' F U2,1,H,3
NordicChampionship2018,6,U'R2UF'U'R,R U' F' R2 F U' R2 U2 R2 U' F,1,A,3
TorontoLimitedSummer2016,6,U'F2UR2U'F,U R2 F U' F U' F' U' R U' R',f,A,2
NationalCapitalRegion2019,6,FRU2F'R'F2,U' R' U' F' U' R2 F' R' U R' F',d,C,5
MarrickvilleAutumnSaturday2021,6,RUF2U'RF',R' U' F U2 F2 U' F R F' U' R',f,A,4
CanberraSpring2016,6,U'R'URF'R2,R' F U' R U R F' U' R' U R',1,B,4
SSTRzeszow2021,6,R'UF'R'UR',R U2 R' U' R' U' F' R U' R' U',f,A,1
France2016,6,RU2RF'U'F',R' U' R U' R' U2 F' U' F' U' R2,d,D,1
NorthsideCubeDay2019,6,U'R'F2RU'R2,R F' U' R' U' R U' F' U' R2 F',f,A,5
DanishChampionship2021,6,F2U'R'F'UR',R' F R U R F' U' R' U R' F,1,E,3
GoldCoastSpring2019,6,F'RUR'UR2,U2 R' F R U R U' R' U R2 U',f,A,2
LLSVFinal2019,6,U'RF2UF'U',R F U' R2 F' R' U R' U' F U2,2,A,5
TeaTimeSpring2018,6,R'F'RFR'U2,U' R U' F' R' F R U R' U' R,1,C,4
SpeedcubingESYA2018,6,R'UF'R'FR',U2 F' R2 U' R2 U' R' U' R' U' R,f,B,1
ChellesOpen2020,6,RF2RF2R2U2,U2 R U' R' F' R U' R' F R U,2,B,3
SLSZawiercie2017,6,FU2FU'F'R,R' F U' F U2 F U2 F U2 F U2,d,A,4
SandnesOpen2017,6,U'R'F2R2UF',F R2 F' U2 R2 U2 F R2 U' R' U,1,B,2
Chipola2019,6,RFU'R'U'R',U R' U R U R' F U2 R2 U2 R',f,B,1
DneprPuzzlesFest2019,6,URU'R'U'F,F' U R U2 R U' R' U' R' U' R,f,A,1
AdelaideSummer2020,6,R2F'U2R'U2R',R' U2 F R2 U2 R' F U2 R U R,1,C,3
SEChamp2018,6,U'FUFU'R2,R U' F' R' U' R' U F U R U,1,H,3
UBCOpen2020,6,F'U2F2U'R'U',R' U2 F' R2 U' R' U' R' F U2 F,f,A,4
BelgianOpen2017,6,UF'RUF'U',R' U' R U2 F R U' R' U' F U',1,A,2
NordicChampionship2019,6,U'R2F2RF'R,U R' F' U2 R U2 R' F U2 F R,2,B,4
HefeiSummer2018,6,U'R'U2F'UF,U R' U2 R2 U2 R2 U' F R F' U',2,C,5
HowlandHighSpring2017,6,RU'F'U'F2U2,U2 R' U2 F' R U R' U2 F' U2 R2,f,A,4
ItalianChampionship2017,6,URF2U'RU,U' R' U2 R U' R' F2 U' R' F U',1,C,2
NancyOpen2017,6,F'U'R'FU'F',U' R' U2 F' R2 U' R' U R U2 R',f,A,3
CubingUSANationals2017,6,F2RU2RF'U',U' R' F U2 R2 F' U' R2 F U2 R2,1,R,4
Brooklyn2018,6,F'R'URF2R2,R' U2 F R2 F' U' R' U2 R' U' F',f,A,4
BerkeleyWinter2018,6,F'U'FR2F2U,R' U R U' R' U' F U' F R' U2,f,A,4
FrankfurtCubeDays2018,5,R'U'FRF,R F' R' U R F R U' R' U' F',2,B,5
GermanOpen2014,5,R'F'UR'F,R U2 F R U' R' U2 F' U' F R,2,B,2
WelwynGardenCity2014,5,UF'R'F'U,U' R F U2 R U R' F' U2 F U',f,A,1
NationalCubingRegionOpen2016,5,F'U'FUR',R' U2 R2 F' U2 R2 U' F U' F' U',d,B,2
CubingUSANationals2017,5,R'UF2U2R',U' R' U' R U R F' R2 F U R2,1,AG,4
SacCubingIII2018,5,R'UF2U'R,R' U' R2 U2 F' U2 R2 U2 F U' R,2,D,1
SaintMaryScramble2016,5,RF'R2F'R',R U' R' F' R' U' R F' R2 U' R,f,A,3
SwedishChampionship2018,5,R2FU'R'F,U R' F U' F' U R U' R F' R2,f,A,2
UBCOpen2020,5,U'FU'R2F2,F U R U R U' R2 U' F R U2,d,C,5
UCSDWinter2020,5,R2F2RF2R,R' F' U' F' U2 F R U R' F' R,1,E,3
ElMuelleOpen2017,5,FRF2R'F',R' F' U2 F R2 U2 R2 F U2 F R,f,B,4
UKChampionship2017,5,UF'UR'F2,R U' R' F' R U2 R' F R F U',d,C,4
Maryland2017,5,FU2FR2F',R U' F' R' U2 R U2 R' F' R U,1,D,4
LesFranquesesOpen2019,5,F'R2UR'U,U R U' R' U' R U2 R' U R' F,f,A,1
KoalaficationMelbourne2019,5,F'R'U2R'U',R' U' R U R' F' R2 U' F' U' R',1,A,4
LexingtonFall2015,5,R'UR'F2R',R F' U2 R2 U2 F R2 U2 R' U' R,1,A,1
MasovianOpen2015,5,R'UR2U'R',R' U' R2 U' R2 U' R2 U' R2 U2 R,f,A,2
XlingenOpen2019,5,UR'URU,R U2 R' U' R U' R' U' R' U2 R,f,A,2
SwedishChampionship2014,5,RF2RU2R',R U2 F' U' F' R' U2 R' F R U,1,B,3
IndianapolisCubesWinter2019,5,F'R'F2R'U2,U R' F' R U R' F R U R F',f,A,5
GreatLakesChampionship2018,5,FR'UFU2,U2 R F' R' U' R F' R' U' R U,2,A,2
HudsonValleyOpen2018,5,F'R'U2F2R,F U2 R U R' U2 R U' R U' R',f,A,3
BranchburgOpen2019,5,F'R'F2UR,R' U2 R' U2 F' R2 U' R' U R' U',1,E,2
PugetSoundSummer2019,5,R'F2RF'U,R F' U' R' F R U' R' F' U' R2,f,A,5
StarCubingNijmegen2020,5,RU2F2U'R',U' R' U2 R U R U' R2 F2 U2 R,1,B,5
SlovakianCubeDay2018,5,F'RU2FR',R' U2 R U' R' F U' F' R2 U' R2,1,B,5
TurkishSummer2020,5,R'F2UF'R',R' F U' F U2 F U' F R2 F' R2,f,A,2
ByczyCubeRace2017,5,F2RF'U'R',R F' U' R' U' R U2 R2 F' R2 U',1,B,3
MinnesotaCubeDays2020,5,RU'FRU2,U2 R' F' U' F R2 U2 R2 F U2 R,1,F,3
RijswijkOpen2018,5,F2R'U'RF2,R' U' F R U R U' R' F' U R,2,D,4
SandnesOpen2016,5,R2UF'R'F,R' U2 R2 U2 R2 F R U' R' U R2,2,A,4
EstonianOpen2020,5,UFU'F'U',U R' U R2 U' R' U' R' U' F R2,1,B,2
MinnesotaCubeMelt2017,5,F2U'RFR',R' F R2 F' U' R' U2 R U2 F' R',1,F,1
EgerOpen2017,5,UR'UFU,U R2 U2 F U' R U R U2 R' U2,2,C,2
UralWinter2020,5,F'URU2R,R' U' R U R U' R' U' R' U2 F,f,A,4
MelbourneWinter2018,5,RF'UFR',U' R' F U R U' R' F' R U R',1,D,5
BackToBelgrade2021,5,UF'U'F2U,U2 R' U' F' R U' R F' U' F' R',2,B,1
OsterhojOpen2019,5,F2U'R2FR2,R2 U' R2 F' R U R F' R' U2 R',f,A,4
SeraingOpen2019,5,R2F2R'U'F,U R F R U' R U2 R2 F' R2 U2,1,A,4
AnnuntiaOpen2020,5,F'U'R'UR,R' U2 R U2 F R U' R' U' R U,1,C,1
ZhengzhouSummer2021,5,UF'RUF,F' R U R U' R' U' R' U' F U',d,B,1
AmaltheaOpen2019,4,F2U'R'U2,U2 R F' R' U' R' F R U R F',f,A,5
DAIICTOpen2018,4,UF'U'F',R' F R U2 F R U' R' U' F U',1,C,2
GreatLakesChampionship2018,4,R2F2U'R,R F' U2 F' U' R' U' R' U' F R,2,B,2
ICHBBackToSchool2019,4,R'FR'U2,U2 R F' U' R2 U2 R2 U2 R2 U' R,f,B,5
TaiwanChampionship2017,4,F'U'F2U',R' U' F' R U' R F' U' F' R' U,2,B,3
ArCubingFest2018,4,F'RUR',U' R' U F U2 R U' R' U' R U',f,B,4
MPEIOpen2019,4,UF'R'U2,R U' R' U' R F R U' R' U' R,1,G,1
PolishChampionship2021,4,F'UR'U',U' R U' R' U' R U2 R' U R F,d,E,2
SydneyChampionship2016,4,UR'FR,R' F' R2 U' R' U' R' U' R U R,2,B,5
MumbaiSummerOpen2014,4,FR'U'R2,R' U' R U R U' R2 U2 R U' F',f,A,4
ProjectZamosc2018,4,R2FU'R,U R U2 R' U' R' U' R2 U2 F' R2,f,A,1
CliftonWinter2017,4,U'F2R2F',U R' U' R2 F' R' U R' F2 R2 U',d,A,2
NovaOdessaOpen2014,4,R'U'F2U',U' R' U2 F2 R2 U2 R2 U2 R U' R,f,A,1
KaohsiungOpen2016,4,RU'F'U,U' F U2 R U R U' R' U' R' U',1,C,2
WelwynGardenCity2015,4,F'U'FU,U2 R' F R U R' U' F' R U R,1,B,3
FuengirolaCubea2018,4,FUF2U',U R F U' R2 U2 R2 F U2 R U',1,C,2
ChangshaAutumn2019,4,F'UR2U2,U2 R' U' R U' R' F U R' F U',1,C,5
NovemberDaysinMinsk2018,4,UR2U'F,U R' U' R2 F' R' U R U' R2 U',1,A,5
EdmontonLimitedSummer2016,4,RU'R'U,U2 R' U' R U R' U2 R2 U2 R2 U',1,B,2
CroatianOpen2016,4,U'RU'R',R' U2 R2 U2 R' U R U' R' U' R',f,A,4
GrudziadzOpen2016,4,F'URF',U' R F R U R F' U' R2 U' F,f,A,4
OculusCubeOpen2019,4,UR'U'F2,U' R' F' U' R U' R U' R' F' R',1,G,4
SunmarkeDubaiOpenII2017,4,FR'FU2,U' R' F U' F' U R U' R U' F',d,B,3
CanadianOpen2015,4,RU2R2F,R U' R' U' R U2 F' U' R2 F' U2,1,A,1
CanadianChampionship2019,4,UF'R2F2,R F' U' F' R2 F R U R' F' U',d,B,5
OregonStateAlpha2016,4,R2U'FR2,U R U' R2 U F U' F' R U' R,f,A,2
PugetSoundSpring2019,4,RFUR',R2 U' R' U' R' U' R U R F' R',f,A,3
NordicChampionship2018,4,U'F2R'F,R' U2 F' R2 U2 R' U' R' U2 F U,1,A,5
TechweekNZ2017,4,F'R'UF',U' R' U' R' U2 F' R U' R' U' F,f,A,3
LondrinaOpen2017,4,R'UFU2,R U' R' U' R' F R U' F' R U',f,A,5
SydChamps2017,4,R'U2R2F,U2 R F' U' R' U' R' U' F' U' R,1,A,5
